customer_id,name,email,city,joined_on,membership,_ingestion_timestamp,_source_file
1694,Pranit Mukherjee,pranitmukherjee@yahoo.co.in,Davangere,2019-10-07,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1695,Sara Venkatesh,saravenkatesh@rediffmail.com,Chandigarh,2021-01-08,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1696,Tushar Rajan,tusharrajan@ymail.com,Kolkata,2022-08-20,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1697,Rohan Dwivedi,rohandwivedi@outlook.com,Delhi,2019-05-01,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1698,Chinmay Mishra,chinmaymishra@gmail.com,Thiruvananthapuram,2024-08-07,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1699,Lakshmi Saxena,lakshmisaxena@yahoo.com,Raipur,2021-08-27,BASIC,2026-08-12T13:29:33.514031,customers.csv
1700,Saanvi Vyas,saanvivyas@outlook.com,Davangere,2019-09-11,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1701,Kavya Menon,kavyamenon@gmail.com,Nagpur,2023-03-14,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1702,Zara Kumar,zarakumar@hotmail.com,Bengaluru,2024-01-16,BASIC,2026-08-12T13:29:33.514031,customers.csv
1703,Pranav Ghosh,pranavghosh@yahoo.com,Chennai,2024-07-04,BASIC,2026-08-12T13:29:33.514031,customers.csv
1704,Hira Malhotra,hiramalhotra@yahoo.com,Jodhpur,2023-11-13,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1705,Rekha Tripathi,rekhatripathi@gmail.com,Guwahati,2020-01-30,BASIC,2026-08-12T13:29:33.514031,customers.csv
1706,Arjun Mukherjee,arjun.mukherjee@hotmail.com,Bikaner,2019-10-22,BASIC,2026-08-12T13:29:33.514031,customers.csv
1707,Aanya Anand,aanyaanand@yahoo.com,Allahabad,2024-04-24,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1690,Karan Verma,karanverma@yahoo.co.in,Mumbai,2023-12-26,BASIC,2026-08-12T13:29:33.514031,customers.csv
1689,Sundar Bhatt,sundarbhatt@gmail.com,Pune,2020-05-07,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1688,Laila Kapoor,lailakapoor@outlook.com,Visakhapatnam,2020-03-15,BASIC,2026-08-12T13:29:33.514031,customers.csv
1687,Sunita Chopra,sunitachopra@gmail.com,Vellore,2024-07-12,BASIC,2026-08-12T13:29:33.514031,customers.csv
1669,Pranav Trivedi,pranavtrivedi@yahoo.com,Pune,2019-12-17,BASIC,2026-08-12T13:29:33.514031,customers.csv
1670,Parth Mane,parthmane@gmail.com,Jaipur,2023-11-25,BASIC,2026-08-12T13:29:33.514031,customers.csv
1671,Pranav Anand,pranavanand@hotmail.com,Patna,2023-01-04,BASIC,2026-08-12T13:29:33.514031,customers.csv
1672,Rajesh Bhatt,rajeshbhatt@outlook.com,Vellore,2024-03-04,BASIC,2026-08-12T13:29:33.514031,customers.csv
1673,Aakash Kumar,aakashkumar@outlook.com,Delhi,2020-07-29,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1674,Tanvi Garg,tanvigarg@ymail.com,Jaipur,2022-04-16,BASIC,2026-08-12T13:29:33.514031,customers.csv
1675,Tejas Desai,tejasdesai@outlook.com,Thiruvananthapuram,2024-03-10,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1676,Nitin Balaji,nitinbalaji@gmail.com,Delhi,2022-01-11,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1708,Rajesh Upadhyay,rajeshupadhyay@ymail.com,Faridabad,2019-10-03,BASIC,2026-08-12T13:29:33.514031,customers.csv
1677,Fatima Pillai,fatimapillai@gmail.com,Agra,2024-05-26,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1679,Pari Balaji,paribalaji@ymail.com,Jodhpur,2024-07-21,BASIC,2026-08-12T13:29:33.514031,customers.csv
1680,Angel Bose,angelbose@yahoo.co.in,Nashik,2019-01-27,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1681,Geeta Biswas,geetabiswas@yahoo.com,Bengaluru,2019-01-01,BASIC,2026-08-12T13:29:33.514031,customers.csv
1682,Dev Chatterjee,devchatterjee@gmail.com,Kolkata,2020-02-29,BASIC,2026-08-12T13:29:33.514031,customers.csv
1683,Vihaan Rajan,vihaanrajan@outlook.com,Delhi,2020-05-13,BASIC,2026-08-12T13:29:33.514031,customers.csv
1684,Manish Venkatesh,manishvenkatesh@yahoo.com,Ghaziabad,2021-12-02,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1685,Harsh Deshpande,harshdeshpande@gmail.com,Nagpur,2019-03-30,BASIC,2026-08-12T13:29:33.514031,customers.csv
1686,Siddharth Agarwal,siddharthagarwal@ymail.com,Jodhpur,2021-03-31,BASIC,2026-08-12T13:29:33.514031,customers.csv
1678,Amit Mehta,amitmehta@ymail.com,Aurangabad,2019-08-06,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1668,Harish Saxena,harishsaxena@gmail.com,Visakhapatnam,2021-03-28,BASIC,2026-08-12T13:29:33.514031,customers.csv
1709,Ramesh Dixit,rameshdixit@gmail.com,Bengaluru,2022-05-06,BASIC,2026-08-12T13:29:33.514031,customers.csv
1711,Angel Chopra,angelchopra@outlook.com,Nashik,2019-10-06,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1734,Aditya Narayanan,adityanarayanan@yahoo.co.in,Pune,2023-04-23,BASIC,2026-08-12T13:29:33.514031,customers.csv
1735,Garima Reddy,garimareddy@yahoo.co.in,Faridabad,2023-04-22,BASIC,2026-08-12T13:29:33.514031,customers.csv
1736,Aditya Dixit,adityadixit@rediffmail.com,Mumbai,2021-04-22,BASIC,2026-08-12T13:29:33.514031,customers.csv
1737,Aanya Kulkarni,aanyakulkarni@gmail.com,Thiruvananthapuram,2019-05-09,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1738,Nitin Dwivedi,nitindwivedi@hotmail.com,Davangere,2021-12-11,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1739,Tejas Roy,tejasroy@gmail.com,Ahmedabad,2023-11-13,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1740,Ramesh Mehta,rameshmehta@ymail.com,Lucknow,2022-03-23,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1741,Sushma Mane,sushmamane@ymail.com,Kolkata,2023-04-11,BASIC,2026-08-12T13:29:33.514031,customers.csv
1742,Prasad Agarwal,prasadagarwal@gmail.com,Pune,2022-01-28,BASIC,2026-08-12T13:29:33.514031,customers.csv
1743,Meera Murthy,meeramurthy@hotmail.com,Coimbatore,2019-06-08,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1744,Riya Bajpai,riyabajpai@yahoo.co.in,Alwar,2019-02-20,BASIC,2026-08-12T13:29:33.514031,customers.csv
1745,Swara Chakraborty,swarachakraborty@hotmail.com,Ghaziabad,2021-01-02,BASIC,2026-08-12T13:29:33.514031,customers.csv
1746,Vinod Singh,vinodsingh@gmail.com,Indore,2023-01-09,BASIC,2026-08-12T13:29:33.514031,customers.csv
1747,Aisha Bhaduri,aishabhaduri@outlook.com,Delhi,2019-11-22,BASIC,2026-08-12T13:29:33.514031,customers.csv
1748,Harsh Choudhary,harshchoudhary@gmail.com,Nagpur,2021-11-22,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1749,Bhavna Kapoor,bhavnakapoor@rediffmail.com,Bengaluru,2020-12-15,BASIC,2026-08-12T13:29:33.514031,customers.csv
1750,Neil Gupta,neilgupta@gmail.com,Bhubaneswar,2021-01-24,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1733,Gaurav Das,gauravdas@yahoo.com,Visakhapatnam,2024-02-02,BASIC,2026-08-12T13:29:33.514031,customers.csv
1732,Isha Balaji,ishabalaji@yahoo.co.in,Jodhpur,2021-05-13,BASIC,2026-08-12T13:29:33.514031,customers.csv
1731,Reyansh Dwivedi,reyanshdwivedi@rediffmail.com,Pune,2021-04-13,BASIC,2026-08-12T13:29:33.514031,customers.csv
1730,Fatima Garg,fatimagarg@yahoo.co.in,Pune,2024-08-24,BASIC,2026-08-12T13:29:33.514031,customers.csv
1712,Ananya Malhotra,ananyamalhotra@ymail.com,Kochi,2024-08-10,BASIC,2026-08-12T13:29:33.514031,customers.csv
1713,Manish Biswas,manishbiswas@ymail.com,Visakhapatnam,2020-03-30,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1714,Lakshmi Jain,lakshmijain@gmail.com,Mumbai,2023-09-23,BASIC,2026-08-12T13:29:33.514031,customers.csv
1715,Kiara Srivastava,kiarasrivastava@gmail.com,Hyderabad,2022-09-12,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1716,Nadia Mehta,nadiamehta@rediffmail.com,Delhi,2019-05-25,BASIC,2026-08-12T13:29:33.514031,customers.csv
1717,Ishaan Trivedi,ishaantrivedi@gmail.com,Mangaluru,2024-05-15,BASIC,2026-08-12T13:29:33.514031,customers.csv
1718,Avni Shah,avnishah@gmail.com,Patna,2021-07-11,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1719,Suresh Kulkarni,sureshkulkarni@yahoo.co.in,Alwar,2021-07-21,BASIC,2026-08-12T13:29:33.514031,customers.csv
1710,Ritvik Narayanan,ritviknarayanan@gmail.com,Chandigarh,2022-09-17,BASIC,2026-08-12T13:29:33.514031,customers.csv
1720,Ayaan Kumar,ayaankumar@ymail.com,Chandigarh,2023-04-03,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1722,Aadhav Kulkarni,aadhavkulkarni@outlook.com,Vadodara,2020-04-18,BASIC,2026-08-12T13:29:33.514031,customers.csv
1723,Ritvik Sarkar,ritviksarkar@hotmail.com,Chennai,2023-11-24,BASIC,2026-08-12T13:29:33.514031,customers.csv
1724,Priya Rajput,priyarajput@gmail.com,Chennai,2019-07-07,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1725,Vivaan Garg,vivaangarg@gmail.com,Delhi,2023-12-02,BASIC,2026-08-12T13:29:33.514031,customers.csv
1726,Shreya Shah,shreyashah@hotmail.com,Chandigarh,2021-09-27,BASIC,2026-08-12T13:29:33.514031,customers.csv
1727,Aadhav Mondal,aadhavmondal@rediffmail.com,Thiruvananthapuram,2019-11-11,BASIC,2026-08-12T13:29:33.514031,customers.csv
1728,Kavya Murthy,kavyamurthy@rediffmail.com,Nashik,2023-01-02,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1729,Angel Deshpande,angeldeshpande@yahoo.co.in,Madurai,2022-04-13,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1721,Sana Singh,sanasingh@rediffmail.com,Delhi,2023-03-26,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1667,Manish Iyer,manishiyer@yahoo.co.in,Chandigarh,2020-12-10,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1666,Angel Patel,angelpatel@hotmail.com,Kolkata,2023-05-02,BASIC,2026-08-12T13:29:33.514031,customers.csv
1665,Avni Das,avnidas@yahoo.com,Nagpur,2019-11-27,BASIC,2026-08-12T13:29:33.514031,customers.csv
1604,Diya Patel,diya.patel@yahoo.co.in,Kochi,2022-04-17,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1605,Garima Anand,garimaanand@outlook.com,Mumbai,2021-01-06,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1606,Rohit Bhatt,rohitbhatt@hotmail.com,Kolkata,2021-05-31,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1607,Gaurav Awasthi,gauravawasthi@hotmail.com,Bengaluru,2022-07-28,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1608,Vivaan Srivastava,vivaansrivastava@rediffmail.com,Coimbatore,2022-08-10,BASIC,2026-08-12T13:29:33.514031,customers.csv
1609,Aakash Joshi,aakashjoshi@yahoo.co.in,Chandigarh,2021-06-09,BASIC,2026-08-12T13:29:33.514031,customers.csv
1610,Aakash Kapoor,aakashkapoor@gmail.com,Kochi,2023-09-24,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1611,Tejas Kulkarni,tejaskulkarni@hotmail.com,Chennai,2019-07-23,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1612,Radha Narayanan,radhanarayanan@yahoo.co.in,Kanpur,2020-05-23,BASIC,2026-08-12T13:29:33.514031,customers.csv
1613,Diya Dey,diyadey@outlook.com,Kolkata,2019-03-29,BASIC,2026-08-12T13:29:33.514031,customers.csv
1614,Aditya Ghosh,adityaghosh@rediffmail.com,Pune,2023-07-08,BASIC,2026-08-12T13:29:33.514031,customers.csv
1615,Sushma Anand,sushmaanand@hotmail.com,Bhubaneswar,2019-10-12,BASIC,2026-08-12T13:29:33.514031,customers.csv
1616,Advaith Trivedi,advaithtrivedi@yahoo.co.in,Pune,2022-11-17,BASIC,2026-08-12T13:29:33.514031,customers.csv
1617,Shaurya Bhaduri,shauryabhaduri@rediffmail.com,Chandigarh,2023-05-31,BASIC,2026-08-12T13:29:33.514031,customers.csv
1618,Aliya Jadhav,aliyajadhav@gmail.com,Noida,2020-02-25,BASIC,2026-08-12T13:29:33.514031,customers.csv
1619,Angel Gupta,angelgupta@gmail.com,Bengaluru,2022-08-15,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1620,Ruhi Kulkarni,ruhikulkarni@gmail.com,Delhi,2023-02-19,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1603,Karan Bhatt,karan.bhatt@hotmail.com,Jaipur,2019-09-21,BASIC,2026-08-12T13:29:33.514031,customers.csv
1602,Prakash Bhatt,prakashbhatt@yahoo.co.in,Agra,2020-03-16,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1601,Chetna Roy,chetnaroy@gmail.com,Bharatpur,2024-06-21,BASIC,2026-08-12T13:29:33.514031,customers.csv
1600,Saanvi Dubey,saanvidubey@yahoo.co.in,Vellore,2020-02-26,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1581,Saanvi Parikh,saanviparikh@ymail.com,Hyderabad,2021-08-04,BASIC,2026-08-12T13:29:33.514031,customers.csv
1582,Tushar Banerjee,tusharbanerjee@gmail.com,Guwahati,2023-05-25,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1583,Nitin Jain,nitinjain@gmail.com,Tiruchirappalli,2021-04-14,BASIC,2026-08-12T13:29:33.514031,customers.csv
1584,Atharva Kumar,atharvakumar@gmail.com,Guwahati,2020-09-18,BASIC,2026-08-12T13:29:33.514031,customers.csv
1585,Neil Murthy,neilmurthy@outlook.com,Mumbai,2020-06-18,BASIC,2026-08-12T13:29:33.514031,customers.csv
1586,Aisha Upadhyay,aishaupadhyay@yahoo.com,Bhubaneswar,2021-06-27,BASIC,2026-08-12T13:29:33.514031,customers.csv
1587,Aadhya Raman,aadhyaraman@outlook.com,Bikaner,2019-07-31,BASIC,2026-08-12T13:29:33.514031,customers.csv
1589,Santosh Dey,santoshdey@gmail.com,Hyderabad,2021-12-09,BASIC,2026-08-12T13:29:33.514031,customers.csv
1621,Sushma Sharma,sushmasharma@gmail.com,Kolkata,2019-06-26,BASIC,2026-08-12T13:29:33.514031,customers.csv
1590,Atharva Nair,atharvanair@hotmail.com,Tumakuru,2021-05-01,BASIC,2026-08-12T13:29:33.514031,customers.csv
1592,Sana Trivedi,sanatrivedi@hotmail.com,Guwahati,2024-01-21,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1593,Ananya Shukla,ananyashukla@gmail.com,Belagavi,2019-05-09,BASIC,2026-08-12T13:29:33.514031,customers.csv
1594,Vikram Dwivedi,vikramdwivedi@ymail.com,Mumbai,2021-11-08,BASIC,2026-08-12T13:29:33.514031,customers.csv
1595,Aadhya Mondal,aadhyamondal@ymail.com,Mumbai,2024-09-27,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1596,Rudra Chauhan,rudrachauhan@gmail.com,Belagavi,2019-05-01,BASIC,2026-08-12T13:29:33.514031,customers.csv
1597,Pranav Thakur,pranavthakur@gmail.com,Kolkata,2024-05-26,BASIC,2026-08-12T13:29:33.514031,customers.csv
1598,Atharva Dwivedi,atharvadwivedi@ymail.com,Bhubaneswar,2024-03-28,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1599,Ekta Narayanan,ektanarayanan@ymail.com,Tiruchirappalli,2021-03-01,BASIC,2026-08-12T13:29:33.514031,customers.csv
1591,Advaith Subramaniam,advaithsubramaniam@outlook.com,Delhi,2019-11-09,BASIC,2026-08-12T13:29:33.514031,customers.csv
1622,Reyansh Bhatia,reyanshbhatia@yahoo.co.in,Ahmedabad,2023-04-04,BASIC,2026-08-12T13:29:33.514031,customers.csv
1623,Aliya Tiwari,aliyatiwari@rediffmail.com,Bengaluru,2022-07-31,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1624,Siddharth Sen,siddharthsen@rediffmail.com,Thiruvananthapuram,2021-09-12,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1647,Diya Verma,diyaverma@hotmail.com,Erode,2019-01-05,BASIC,2026-08-12T13:29:33.514031,customers.csv
1648,Meera Krishnan,meerakrishnan@gmail.com,Agra,2022-04-05,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1649,Nisha Anand,nishaanand@gmail.com,Ajmer,2020-01-20,BASIC,2026-08-12T13:29:33.514031,customers.csv
1650,Tanvi Srivastava,tanvisrivastava@rediffmail.com,Aurangabad,2021-11-20,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1651,Geeta Mittal,geetamittal@rediffmail.com,Mumbai,2022-12-15,BASIC,2026-08-12T13:29:33.514031,customers.csv
1652,Tushar Srivastava,tusharsrivastava@rediffmail.com,Bengaluru,2019-03-26,BASIC,2026-08-12T13:29:33.514031,customers.csv
1653,Anil Thakur,anilthakur@gmail.com,Ahmedabad,2019-05-07,BASIC,2026-08-12T13:29:33.514031,customers.csv
1654,Yash Kulkarni,yashkulkarni@yahoo.com,Jodhpur,2021-03-04,BASIC,2026-08-12T13:29:33.514031,customers.csv
1646,Vivaan Krishnan,vivaankrishnan@hotmail.com,Mumbai,2021-12-16,BASIC,2026-08-12T13:29:33.514031,customers.csv
1655,Aisha Pillai,aishapillai@ymail.com,Belagavi,2024-01-15,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1657,Sundar Kapoor,sundarkapoor@yahoo.com,Mumbai,2022-11-07,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1658,Harsh Chatterjee,harshchatterjee@rediffmail.com,Coimbatore,2022-11-22,BASIC,2026-08-12T13:29:33.514031,customers.csv
1659,Kabir Verma,kabirverma@gmail.com,Indore,2020-09-07,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1660,Pooja Biswas,poojabiswas@gmail.com,Pune,2022-03-26,BASIC,2026-08-12T13:29:33.514031,customers.csv
1661,Dipali Chopra,dipalichopra@rediffmail.com,Mumbai,2022-03-05,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1662,Kunal Chatterjee,kunalchatterjee@rediffmail.com,Pune,2023-10-29,BASIC,2026-08-12T13:29:33.514031,customers.csv
1663,Nadia Sharma,nadiasharma@yahoo.co.in,Hyderabad,2022-03-06,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1664,Komal Rajan,komalrajan@ymail.com,Hyderabad,2019-12-19,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1656,Saanvi Jain,saanvijain@hotmail.com,Mangaluru,2023-05-21,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1579,Diya Ghosh,diyaghosh@yahoo.com,Coimbatore,2023-05-23,BASIC,2026-08-12T13:29:33.514031,customers.csv
1645,Rahul Joshi,rahuljoshi@gmail.com,Ahmedabad,2024-02-08,BASIC,2026-08-12T13:29:33.514031,customers.csv
1643,Aisha Malhotra,aishamalhotra@yahoo.co.in,Aurangabad,2020-01-22,BASIC,2026-08-12T13:29:33.514031,customers.csv
1625,Sunita Subramaniam,sunitasubramaniam@hotmail.com,Bikaner,2024-05-31,BASIC,2026-08-12T13:29:33.514031,customers.csv
1626,Atharva Jain,atharvajain@yahoo.co.in,Nashik,2022-12-16,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1627,Himani Garg,himanigarg@yahoo.com,Visakhapatnam,2019-11-04,BASIC,2026-08-12T13:29:33.514031,customers.csv
1628,Ayaan Chauhan,ayaanchauhan@yahoo.com,Indore,2023-04-27,BASIC,2026-08-12T13:29:33.514031,customers.csv
1629,Geeta Pillai,geetapillai@yahoo.com,Varanasi,2022-07-07,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1630,Swara Jadhav,swarajadhav@gmail.com,Noida,2020-03-08,BASIC,2026-08-12T13:29:33.514031,customers.csv
1631,Angel Bajpai,angelbajpai@rediffmail.com,Ambala,2021-04-11,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1632,Manish Tripathi,manishtripathi@yahoo.co.in,Kanpur,2022-06-12,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
1644,Savita Biswas,savitabiswas@yahoo.co.in,Faridabad,2021-09-04,BASIC,2026-08-12T13:29:33.514031,customers.csv
1633,Yash Pillai,yashpillai@rediffmail.com,Rohtak,2020-03-27,BASIC,2026-08-12T13:29:33.514031,customers.csv
1635,Ishita Chatterjee,ishitachatterjee@gmail.com,Ahmedabad,2021-05-18,BASIC,2026-08-12T13:29:33.514031,customers.csv
1636,Deepak Rajan,deepak.rajan@ymail.com,Ahmedabad,2023-12-13,BASIC,2026-08-12T13:29:33.514031,customers.csv
1637,Gaurav Iyer,gauraviyer@outlook.com,Aurangabad,2023-09-27,BASIC,2026-08-12T13:29:33.514031,customers.csv
1638,Pooja Tripathi,pooja.tripathi@gmail.com,Kochi,2024-07-14,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
1639,Harish Pillai,harishpillai@gmail.com,Bhubaneswar,2020-03-30,BASIC,2026-08-12T13:29:33.514031,customers.csv
1640,Kabir Gupta,kabirgupta@yahoo.co.in,Kolkata,2020-02-18,BASIC,2026-08-12T13:29:33.514031,customers.csv
1641,Angel Biswas,angelbiswas@outlook.com,Lucknow,2020-02-19,BASIC,2026-08-12T13:29:33.514031,customers.csv
1642,Chinmay Khanna,chinmaykhanna@yahoo.com,Hyderabad,2021-04-13,BASIC,2026-08-12T13:29:33.514031,customers.csv
1634,Aditya Jadhav,adityajadhav@yahoo.co.in,Mumbai,2024-01-29,BASIC,2026-08-12T13:29:33.514031,customers.csv
2102,Vikram Raman,vikramraman@outlook.com,Bengaluru,2023-04-27,BASIC,2026-08-12T13:29:33.514031,customers.csv
2103,Jyoti Chopra,jyotichopra@gmail.com,Ahmedabad,2021-07-09,BASIC,2026-08-12T13:29:33.514031,customers.csv
2104,Garima Shah,garima.shah@ymail.com,Hyderabad,2022-01-26,BASIC,2026-08-12T13:29:33.514031,customers.csv
2561,Ramesh Murthy,rameshmurthy@hotmail.com,Indore,2022-02-05,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
2562,Vikram Kumar,vikramkumar@gmail.com,Sikar,2019-04-10,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
2563,Ekta Kumar,ektakumar@hotmail.com,Hyderabad,2019-11-29,BASIC,2026-08-12T13:29:33.514031,customers.csv
2564,Ruhi Tripathi,ruhitripathi@gmail.com,Nagpur,2023-03-02,BASIC,2026-08-12T13:29:33.514031,customers.csv
2565,Bhavna Mondal,bhavnamondal@gmail.com,Ranchi,2022-07-05,BASIC,2026-08-12T13:29:33.514031,customers.csv
2566,Hira Menon,hiramenon@yahoo.co.in,Udaipur,2021-12-04,BASIC,2026-08-12T13:29:33.514031,customers.csv
2567,Shaurya Murthy,shauryamurthy@ymail.com,Bhopal,2024-07-04,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2568,Sachin Nair,sachinnair@gmail.com,Meerut,2022-03-29,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2569,Neil Shah,neilshah@outlook.com,Bhopal,2024-09-08,BASIC,2026-08-12T13:29:33.514031,customers.csv
2570,Vinod Kumar,vinodkumar@gmail.com,Mumbai,2021-12-06,BASIC,2026-08-12T13:29:33.514031,customers.csv
2571,Varun Dwivedi,varundwivedi@hotmail.com,Delhi,2022-01-31,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2572,Rudra Parikh,rudraparikh@gmail.com,Kolkata,2020-09-03,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
2573,Avni Sundaram,avnisundaram@hotmail.com,Jaipur,2019-07-20,BASIC,2026-08-12T13:29:33.514031,customers.csv
2574,Swara Tiwari,swaratiwari@outlook.com,Aurangabad,2019-06-11,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2575,Lakshmi Gupta,lakshmigupta@yahoo.com,Kolkata,2024-02-28,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2576,Rajesh Singh,rajeshsingh@ymail.com,Chennai,2019-09-22,BASIC,2026-08-12T13:29:33.514031,customers.csv
2577,Avni Gupta,avnigupta@outlook.com,Kolkata,2020-05-23,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2560,Dipali Thakur,dipali.thakur@gmail.com,Surat,2023-12-17,BASIC,2026-08-12T13:29:33.514031,customers.csv
2559,Saanvi Shah,saanvishah@rediffmail.com,Faridabad,2021-04-20,BASIC,2026-08-12T13:29:33.514031,customers.csv
2558,Rekha Raman,rekharaman@yahoo.co.in,Kolkata,2020-07-11,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
2557,Kamala Mondal,kamalamondal@gmail.com,Kolkata,2019-12-09,BASIC,2026-08-12T13:29:33.514031,customers.csv
2539,Geeta Chauhan,geetachauhan@hotmail.com,Bengaluru,2024-08-25,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2540,Nisha Ghosh,nisha.ghosh@gmail.com,Kanpur,2022-11-30,BASIC,2026-08-12T13:29:33.514031,customers.csv
2541,Tejas Patil,tejas.patil@gmail.com,Mumbai,2020-02-04,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2542,Yash Singh,yashsingh@yahoo.co.in,Chennai,2020-10-04,BASIC,2026-08-12T13:29:33.514031,customers.csv
2543,Shubham Shah,shubhamshah@gmail.com,Chennai,2021-05-06,BASIC,2026-08-12T13:29:33.514031,customers.csv
2544,Aadhav Chopra,aadhav.chopra@gmail.com,Thiruvananthapuram,2021-07-13,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2545,Pranav Patel,pranavpatel@yahoo.com,Jaipur,2022-05-12,LIBRARY,2026-08-12T13:29:33.514031,customers.csv
2546,Sana Kulkarni,sanakulkarni@gmail.com,Allahabad,2020-10-13,BASIC,2026-08-12T13:29:33.514031,customers.csv
2578,Rekha Sharma,rekhasharma@yahoo.co.in,Vellore,2020-12-27,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2547,Varun Sharma,varunsharma@hotmail.com,Mumbai,2020-12-18,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2549,Rudra Trivedi,rudratrivedi@outlook.com,Kolkata,2020-11-11,BASIC,2026-08-12T13:29:33.514031,customers.csv
2550,Pranit Balaji,pranitbalaji@ymail.com,Mangaluru,2022-09-13,BASIC,2026-08-12T13:29:33.514031,customers.csv
2551,Ananya Dey,ananyadey@yahoo.com,Salem,2023-10-07,BASIC,2026-08-12T13:29:33.514031,customers.csv
2552,Harsh Deshpande,harshdeshpande@hotmail.com,Kolkata,2021-05-27,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
2553,Dipali Singh,dipalisingh@outlook.com,Pune,2024-03-19,BASIC,2026-08-12T13:29:33.514031,customers.csv
2554,Rohan Menon,rohanmenon@gmail.com,Belagavi,2021-07-30,PREMIUM,2026-08-12T13:29:33.514031,customers.csv
