user_id,transaction_date,transaction_id,store_id,region,city,state,product_category,product_name,sale_amount,price,quantity,status,age,subscription,email,username,raw_timestamp
U071,2024-06-04,T00166,S004,East,New York,NY,Furniture,Sofa,1386.74,693.37,2,Cancelled,43,Premium,user166@gmail.com,,2024-04-05 13:44:00
U073,2024-06-29,T00167,S001,East,Philadelphia,PA,Sports,Football,3405.95,681.19,5,Delivered,44,Premium,user167@gmail.com,user167,2024-04-02 02:58:00
U066,2024-02-22,T00168,S004,East,New York,NY,Books,Spark Handbook,768.16,192.04,4,Delivered,32,Premium,user168@gmail.com,user168,2024-05-29 15:05:00
U001,2024-03-19,T00169,S002,South,Houston,TX,Sports,Football,3521.6,704.32,5,Cancelled,20,Premium,user169@gmail.com,user169,2024-01-06 12:16:00
U053,2024-01-18,T00170,S002,South,Houston,TX,Electronics,Mouse,1403.18,1403.18,1,Delivered,42,Basic,user170@gmail.com,user170,2024-04-30 01:18:00
U045,2024-06-18,T00171,S001,North,Detroit,MI,Clothing,T-Shirt,555.08,138.77,4,Delivered,35,Basic,user171@gmail.com,user171,2024-05-18 04:41:00
U055,2024-04-28,T00172,S005,East,Philadelphia,PA,Furniture,Chair,1468.17,1468.17,1,Pending,44,Premium,user172@gmail.com,user172,2024-06-21 23:34:00
U079,2024-01-29,T00173,S001,East,Boston,MA,Books,Python Book,896.85,298.95,3,Delivered,24,Premium,user173@gmail.com,user173,2024-01-09 21:26:00
U052,2024-01-13,T00174,S004,West,Seattle,WA,Electronics,Keyboard,5072.95,1014.59,5,Delivered,35,Premium,user174@gmail.com,user174,2024-03-03 23:02:00
U099,2024-05-27,T00175,S003,West,Los Angeles,CA,Sports,Cricket Bat,2454.72,,2,Delivered,27,Premium,user175@gmail.com,user175,2024-03-22 18:38:00
U055,2024-05-31,T00176,S005,East,Boston,MA,Books,SQL Guide,843.94,,1,Pending,19,Basic,user176@gmail.com,user176,2024-02-14 20:43:00
U069,2024-03-17,T00177,S004,South,Miami,FL,Books,Spark Handbook,2496.88,624.22,4,Delivered,45,Premium,user177@gmail.com,user177,2024-04-06 05:48:00
U050,2024-04-16,T00178,S002,North,Minneapolis,MN,Furniture,Sofa,852.33,852.33,1,Pending,24,Basic,user178@gmail.com,user178,2024-05-22 16:08:00
U087,2024-02-18,T00179,S005,West,San Francisco,CA,Books,Python Book,5461.95,1092.39,5,Cancelled,19,Premium,user179@gmail.com,user179,2024-01-14 08:24:00
U025,2024-03-26,T00180,S001,East,Philadelphia,PA,Sports,Football,1316.64,329.16,4,Cancelled,42,Basic,user180@gmail.com,user180,2024-03-18 00:13:00
U037,2024-03-02,T00181,S004,East,Philadelphia,PA,Sports,Tennis Racket,1214.04,607.02,2,Pending,35,Basic,user181@gmail.com,user181,2024-05-21 10:49:00
U041,2024-04-30,T00182,S004,North,Detroit,MI,Books,Spark Handbook,2838.76,709.69,4,Delivered,36,Premium,user182@gmail.com,user182,2024-03-22 06:23:00
U043,2024-04-16,T00183,S002,East,New York,NY,Books,Spark Handbook,4385.65,877.13,5,Pending,36,Premium,user183@gmail.com,user183,2024-03-16 04:12:00
U094,2024-06-13,T00184,S003,South,Miami,FL,Books,SQL Guide,5801.72,1450.43,4,Delivered,22,Basic,user184@gmail.com,user184,2024-05-05 14:10:00
U001,2024-01-20,T00185,S004,East,Philadelphia,PA,Electronics,Mouse,1261.82,1261.82,1,Delivered,44,Premium,user185@gmail.com,user185,2024-06-20 01:48:00
U086,2024-04-05,T00186,S005,West,Seattle,WA,Furniture,Chair,1536.96,768.48,2,Pending,39,Basic,user186@gmail.com,user186,2024-01-16 19:40:00
U003,2024-05-15,T00187,S005,West,Los Angeles,CA,Sports,Tennis Racket,150.16,37.54,4,Cancelled,39,Basic,user187@gmail.com,user187,2024-03-11 17:18:00
U046,2024-06-07,T00188,S003,East,New York,NY,Electronics,Mouse,753.26,376.63,2,Pending,20,Basic,user188@gmail.com,user188,2024-05-14 08:52:00
U005,2024-01-21,T00189,S001,South,Houston,TX,Sports,Football,927.92,463.96,2,Pending,30,Basic,user189@gmail.com,user189,2024-06-16 20:48:00
U013,2024-04-21,T00190,S005,South,Dallas,TX,Electronics,Phone,759.79,759.79,1,Delivered,25,Premium,user190@gmail.com,user190,2024-06-14 10:36:00
U041,2024-05-24,T00191,S001,South,Houston,TX,Electronics,Laptop,4052.94,1350.98,3,Delivered,36,Premium,user191@gmail.com,user191,2024-06-17 01:11:00
U050,2024-04-09,T00192,S002,South,Dallas,TX,Books,Python Book,1879.5,375.9,5,Cancelled,41,Premium,user192@gmail.com,user192,2024-06-22 17:21:00
U051,2024-03-28,T00193,S003,North,Chicago,IL,Electronics,Keyboard,2522.48,1261.24,2,Delivered,38,Basic,user193@gmail.com,user193,2024-06-03 19:38:00
U085,2024-04-20,T00194,S004,South,Houston,TX,Furniture,Desk,7064.45,1412.89,5,Delivered,42,Basic,user194@gmail.com,user194,2024-02-17 21:37:00
U041,2024-06-11,T00195,S003,East,Philadelphia,PA,Electronics,Laptop,744.75,248.25,3,Delivered,20,Premium,user195@gmail.com,user195,2024-02-09 23:24:00
U072,2024-02-17,T00196,S005,North,Detroit,MI,Books,SQL Guide,216.11,216.11,1,Pending,21,Premium,user196@gmail.com,user196,2024-04-20 14:35:00
U053,2024-03-24,T00197,S004,West,San Francisco,CA,Sports,Football,4525.5,905.1,5,Delivered,41,Premium,user197@gmail.com,user197,2024-04-08 00:18:00
U022,2024-03-09,T00198,S004,East,Philadelphia,PA,Clothing,Jacket,836.0,418.0,2,Pending,31,Basic,user198@gmail.com,user198,2024-05-06 04:04:00
U059,2024-05-06,T00199,S001,South,Dallas,TX,Books,SQL Guide,2173.86,1086.93,2,Delivered,27,Premium,user199@gmail.com,user199,2024-06-01 19:12:00
U039,2024-04-20,T00200,S003,South,Houston,TX,Sports,Cricket Bat,2014.59,671.53,3,Cancelled,40,Premium,user200@gmail.com,user200,2024-06-15 19:08:00
U032,2024-06-26,T00201,S003,South,Houston,TX,Furniture,Sofa,1354.02,451.34,3,Pending,26,Basic,user201@gmail.com,user201,2024-06-11 15:36:00
U094,2024-02-16,T00202,S004,North,Chicago,IL,Sports,Football,7479.75,1495.95,5,Cancelled,24,Basic,user202@gmail.com,user202,2024-06-23 17:01:00
U020,2024-03-18,T00203,S004,North,Minneapolis,MN,Electronics,Keyboard,903.96,225.99,4,Pending,20,Basic,user203@gmail.com,user203,2024-03-02 08:42:00
U047,2024-06-26,T00204,S005,South,Miami,FL,Clothing,Jeans,6933.85,1386.77,5,Cancelled,38,Premium,user204@gmail.com,user204,2024-04-17 17:02:00
U097,2024-06-14,T00205,S003,West,Los Angeles,CA,Books,Python Book,427.8,85.56,5,Pending,21,Premium,user205@gmail.com,user205,2024-06-22 20:25:00
U065,2024-04-28,T00206,S002,West,San Francisco,CA,Furniture,Table,2294.8,573.7,4,Pending,18,Basic,user206@gmail.com,user206,2024-06-22 18:44:00
U059,2024-02-06,T00207,S002,West,San Francisco,CA,Clothing,Jacket,1250.35,1250.35,1,Cancelled,33,Basic,user207@gmail.com,user207,2024-03-30 09:21:00
U003,2024-03-17,T00208,S003,South,Dallas,TX,Clothing,Jeans,1967.96,491.99,4,Cancelled,21,Premium,user208@gmail.com,user208,2024-01-12 22:07:00
U024,2024-04-28,T00209,S002,East,Philadelphia,PA,Furniture,Table,2545.74,848.58,3,Cancelled,39,Basic,user209@gmail.com,user209,2024-02-29 12:40:00
U027,2024-04-09,T00210,S003,South,Dallas,TX,Sports,Football,3585.84,896.46,4,Cancelled,43,Premium,user210@gmail.com,user210,2024-01-02 22:13:00
U063,2024-01-30,T00211,S005,West,Seattle,WA,Furniture,Desk,935.01,311.67,3,Cancelled,28,Basic,user211@gmail.com,user211,2024-03-08 21:55:00
U039,2024-06-07,T00212,S005,South,Miami,FL,Electronics,Monitor,3814.11,1271.37,3,Cancelled,20,Premium,user212@gmail.com,user212,2024-02-14 21:45:00
U054,2024-06-26,T00213,S005,North,Chicago,IL,Furniture,Desk,290.91,290.91,1,Delivered,36,Basic,user213@gmail.com,user213,2024-02-06 16:24:00
U063,2024-06-14,T00214,S003,South,Dallas,TX,Clothing,Jeans,5231.4,1046.28,5,Delivered,23,Basic,user214@gmail.com,user214,2024-02-14 17:10:00
U084,2024-02-19,T00215,S004,South,Miami,FL,Electronics,Monitor,737.22,737.22,1,Pending,39,Basic,user215@gmail.com,user215,2024-04-08 17:32:00
U036,2024-01-08,T00216,S002,South,Miami,FL,Clothing,T-Shirt,284.7,142.35,2,Cancelled,27,Premium,user216@gmail.com,user216,2024-02-26 09:02:00
U047,2024-01-30,T00217,S005,South,Miami,FL,Clothing,Jeans,937.75,187.55,5,Delivered,42,Basic,user217@gmail.com,user217,2024-03-09 17:52:00
U012,2024-01-09,T00218,S004,East,Boston,MA,Electronics,Phone,3944.16,1314.72,3,Delivered,42,Premium,user218@gmail.com,user218,2024-04-25 08:22:00
U079,2024-06-05,T00219,S002,East,Philadelphia,PA,Sports,Tennis Racket,3883.05,1294.35,3,Delivered,44,Premium,user219@gmail.com,user219,2024-06-10 13:10:00
U038,2024-02-13,T00220,S005,West,Seattle,WA,Books,Spark Handbook,2710.05,903.35,3,Pending,45,Premium,user220@gmail.com,user220,2024-03-23 22:18:00
U042,2024-02-03,T00221,S002,East,Boston,MA,Electronics,Monitor,2116.22,1058.11,2,Cancelled,30,Basic,user221@gmail.com,user221,2024-03-04 04:45:00
U066,2024-01-20,T00222,S003,East,Philadelphia,PA,Books,Spark Handbook,2301.04,,4,Cancelled,29,Basic,user222@gmail.com,user222,2024-06-11 02:25:00
U046,2024-04-27,T00223,S001,South,Houston,TX,Sports,Football,1101.78,1101.78,1,Cancelled,30,Premium,user223@gmail.com,user223,2024-06-11 21:44:00
U073,2024-03-27,T00224,S004,South,Dallas,TX,Clothing,T-Shirt,3737.85,1245.95,3,Pending,39,Premium,,user224,2024-05-20 18:08:00
U055,2024-02-10,T00225,S002,West,Los Angeles,CA,Clothing,Jacket,1395.56,1395.56,1,Cancelled,22,Basic,user225@gmail.com,user225,2024-04-22 14:00:00
U051,2024-06-19,T00226,S003,East,Boston,MA,Electronics,Monitor,425.94,,3,Cancelled,40,Premium,user226@gmail.com,user226,2024-06-15 05:03:00
U067,2024-01-20,T00227,S004,South,Miami,FL,Electronics,Laptop,335.86,335.86,1,Delivered,18,Basic,user227@gmail.com,user227,2024-02-03 18:14:00
U048,2024-01-23,T00228,S003,West,San Francisco,CA,Furniture,Sofa,358.84,358.84,1,,30,Premium,user228@gmail.com,user228,2024-01-27 03:20:00
U028,2024-02-12,T00229,S002,East,New York,NY,Sports,Tennis Racket,923.27,923.27,1,Pending,37,Basic,user229@gmail.com,user229,2024-04-22 11:46:00
U018,2024-04-08,T00230,S002,East,New York,NY,Electronics,Phone,892.57,892.57,1,Pending,38,Premium,user230@gmail.com,user230,2024-03-30 13:20:00
U039,2024-06-25,T00231,S002,East,Philadelphia,PA,Sports,Tennis Racket,2208.4,441.68,5,Cancelled,37,Premium,user231@gmail.com,user231,2024-01-07 21:56:00
U010,2024-03-02,T00232,S005,South,Houston,TX,Electronics,Phone,2364.44,591.11,4,Delivered,29,Basic,user232@gmail.com,user232,2024-05-07 20:38:00
U076,2024-02-14,T00233,S001,East,Boston,MA,Sports,Cricket Bat,2485.83,828.61,3,Delivered,26,Premium,user233@gmail.com,user233,2024-04-30 02:01:00
U052,2024-05-08,T00234,S001,West,Los Angeles,CA,Clothing,Jeans,2850.84,950.28,3,Cancelled,35,Premium,user234@gmail.com,user234,2024-04-16 13:44:00
U076,2024-02-09,T00235,S001,North,Chicago,IL,Books,Python Book,6914.85,1382.97,5,Pending,40,Basic,user235@gmail.com,user235,2024-05-17 10:25:00
U086,2024-06-05,T00236,S002,East,New York,NY,Furniture,Chair,766.64,,4,Delivered,18,Premium,user236@gmail.com,user236,2024-06-04 01:19:00
U096,2024-03-07,T00237,S003,West,Los Angeles,CA,Clothing,T-Shirt,3927.45,785.49,5,Cancelled,21,Premium,user237@gmail.com,user237,2024-02-12 11:08:00
U059,2024-05-27,T00238,S005,North,Detroit,MI,Books,Spark Handbook,409.17,409.17,1,Pending,19,Basic,user238@gmail.com,user238,2024-06-09 02:31:00
U066,2024-06-21,T00239,S001,East,Boston,MA,Furniture,Desk,1343.52,1343.52,1,Delivered,45,Premium,user239@gmail.com,user239,2024-01-30 07:47:00
U092,2024-02-15,T00240,S004,East,New York,NY,Clothing,T-Shirt,5527.76,1381.94,4,Delivered,28,Premium,user240@gmail.com,user240,2024-01-10 17:51:00
U007,2024-01-31,T00241,S002,South,Miami,FL,Books,SQL Guide,865.87,865.87,1,Delivered,43,Premium,user241@gmail.com,user241,2024-05-08 21:57:00
U026,2024-05-21,T00242,S003,South,Dallas,TX,Clothing,T-Shirt,1513.23,504.41,3,Cancelled,43,Basic,user242@gmail.com,user242,2024-04-26 00:23:00
U001,2024-02-20,T00243,S004,East,Boston,MA,Books,Spark Handbook,5986.88,1496.72,4,Delivered,25,Basic,user243@gmail.com,user243,2024-05-19 07:09:00
U008,2024-05-15,T00244,S002,West,San Francisco,CA,Electronics,Keyboard,521.52,173.84,3,Cancelled,26,Premium,user244@gmail.com,user244,2024-03-01 13:31:00
U018,2024-01-22,T00245,S004,West,Los Angeles,CA,Sports,Cricket Bat,2095.56,698.52,3,Delivered,36,Premium,user245@gmail.com,,2024-05-28 03:32:00
U095,2024-03-21,T00246,S003,South,Miami,FL,Furniture,Table,1218.81,406.27,3,Pending,32,Basic,user246@gmail.com,user246,2024-04-10 22:53:00
U041,2024-01-28,T00247,S004,East,New York,NY,Furniture,Table,906.4,181.28,5,Delivered,35,Basic,,user247,2024-02-12 14:29:00
U091,2024-01-24,T00248,S005,East,Boston,MA,Books,SQL Guide,3845.01,1281.67,3,Delivered,24,Basic,user248@gmail.com,user248,2024-02-10 21:19:00
U023,2024-06-22,T00249,S001,East,New York,NY,Furniture,Desk,3119.68,779.92,4,Pending,45,Basic,user249@gmail.com,user249,2024-03-17 08:52:00
U052,2024-01-16,T00250,S003,East,New York,NY,Clothing,Jacket,399.5,199.75,2,Cancelled,38,Premium,user250@gmail.com,user250,2024-02-26 04:12:00
U043,2024-04-23,T00251,S001,North,Chicago,IL,Electronics,Laptop,2711.38,1355.69,2,Delivered,32,Premium,user251@gmail.com,user251,2024-02-02 02:57:00
U046,2024-04-07,T00252,S002,East,Philadelphia,PA,Clothing,Jeans,3017.08,754.27,4,Delivered,26,Basic,user252@gmail.com,user252,2024-06-23 13:11:00
U071,2024-06-14,T00253,S004,South,Dallas,TX,Electronics,Mouse,4665.65,933.13,5,,20,Basic,user253@gmail.com,user253,2024-03-16 15:26:00
U092,2024-05-19,T00254,S003,South,Dallas,TX,Clothing,Jacket,1943.7,388.74,5,,35,Basic,user254@gmail.com,user254,2024-01-05 12:50:00
U004,2024-01-07,T00255,S003,North,Minneapolis,MN,Sports,Cricket Bat,1680.96,420.24,4,Delivered,43,Basic,user255@gmail.com,user255,2024-03-22 19:14:00
U095,2024-03-02,T00256,S001,North,Minneapolis,MN,Furniture,Table,386.83,386.83,1,Delivered,36,Basic,user256@gmail.com,user256,2024-03-09 17:52:00
U091,2024-06-27,T00257,S003,North,Chicago,IL,Furniture,Table,2453.25,490.65,5,Cancelled,36,Premium,user257@gmail.com,user257,2024-04-01 18:01:00
U029,2024-01-24,T00258,S001,East,Boston,MA,Sports,Cricket Bat,1491.7,745.85,2,Cancelled,33,Premium,user258@gmail.com,user258,2024-01-15 07:38:00
U076,2024-03-23,T00259,S002,North,Minneapolis,MN,Furniture,Table,3243.21,1081.07,3,Delivered,45,Basic,user259@gmail.com,user259,2024-01-16 00:09:00
U056,2024-03-23,T00260,S004,West,San Francisco,CA,Clothing,Jeans,518.11,518.11,1,Cancelled,28,Premium,user260@gmail.com,user260,2024-02-04 05:46:00
U094,2024-06-25,T00261,S001,North,Chicago,IL,Sports,Football,1896.4,474.1,4,Cancelled,36,Basic,user261@gmail.com,user261,2024-03-16 04:11:00
U043,2024-05-24,T00262,S001,West,Los Angeles,CA,Sports,Cricket Bat,1734.6,346.92,5,Delivered,29,Basic,user262@gmail.com,user262,2024-01-27 15:09:00
U045,2024-02-23,T00263,S003,East,Philadelphia,PA,Electronics,Monitor,147.48,36.87,4,Delivered,41,Premium,user263@gmail.com,user263,2024-03-04 22:04:00
U070,2024-04-15,T00264,S004,West,San Francisco,CA,Clothing,Jeans,5817.08,1454.27,4,Delivered,44,Basic,user264@gmail.com,user264,2024-05-06 12:22:00
U044,2024-03-22,T00265,S002,East,New York,NY,Clothing,Jacket,456.46,456.46,1,Pending,23,Premium,user265@gmail.com,user265,2024-03-07 03:04:00
U056,2024-04-20,T00266,S002,West,San Francisco,CA,Sports,Tennis Racket,4250.68,1062.67,4,Delivered,21,Basic,user266@gmail.com,user266,2024-06-16 05:38:00
U039,2024-05-18,T00267,S002,East,New York,NY,Clothing,Jeans,5443.1,1088.62,5,Delivered,19,Basic,user267@gmail.com,user267,2024-03-08 21:18:00
U062,2024-03-16,T00268,S002,South,Dallas,TX,Electronics,Monitor,652.86,652.86,1,Delivered,18,Premium,user268@gmail.com,user268,2024-06-18 20:38:00
U085,2024-03-19,T00269,S003,East,Philadelphia,PA,Books,Python Book,5075.12,1268.78,4,Delivered,38,Basic,user269@gmail.com,user269,2024-04-11 15:31:00
U029,2024-03-08,T00270,S003,East,Boston,MA,Clothing,T-Shirt,1359.5,679.75,2,Cancelled,19,Premium,user270@gmail.com,user270,2024-04-22 14:16:00
U050,2024-05-30,T00271,S005,West,Los Angeles,CA,Books,Spark Handbook,5826.56,1456.64,4,Pending,35,Basic,user271@gmail.com,user271,2024-02-28 17:03:00
U067,2024-01-09,T00272,S005,East,Boston,MA,Books,Python Book,5424.44,1356.11,4,Cancelled,37,Premium,user272@gmail.com,user272,2024-05-08 18:57:00
U088,2024-02-02,T00273,S004,West,San Francisco,CA,Furniture,Table,2433.04,1216.52,2,Delivered,44,Premium,user273@gmail.com,user273,2024-01-11 13:05:00
U059,2024-05-21,T00274,S001,North,Detroit,MI,Electronics,Laptop,3373.68,843.42,4,Cancelled,37,Basic,user274@gmail.com,user274,2024-03-24 08:33:00
U013,2024-01-26,T00275,S003,West,San Francisco,CA,Furniture,Table,4450.7,890.14,5,Cancelled,29,Basic,user275@gmail.com,user275,2024-01-28 18:49:00
U080,2024-02-14,T00276,S005,North,Detroit,MI,Clothing,Jeans,3600.55,720.11,5,Cancelled,40,Basic,user276@gmail.com,user276,2024-03-11 12:09:00
U044,2024-05-01,T00277,S003,West,San Francisco,CA,Books,Spark Handbook,185.9,92.95,2,Pending,26,Basic,user277@gmail.com,user277,2024-03-09 11:01:00
U078,2024-03-23,T00278,S001,West,Los Angeles,CA,Furniture,Desk,4662.28,1165.57,4,Delivered,32,Premium,user278@gmail.com,user278,2024-03-09 23:26:00
U091,2024-05-11,T00279,S005,South,Miami,FL,Clothing,Jeans,3705.33,1235.11,3,Pending,22,Premium,user279@gmail.com,user279,2024-02-10 02:19:00
U036,2024-01-13,T00280,S003,East,New York,NY,Furniture,Chair,137.9,68.95,2,Pending,34,Basic,user280@gmail.com,user280,2024-04-02 22:12:00
U071,2024-04-24,T00281,S003,West,Seattle,WA,Electronics,Phone,2230.2,743.4,3,Pending,23,Basic,user281@gmail.com,user281,2024-02-15 15:37:00
U029,2024-05-26,T00282,S002,West,San Francisco,CA,Electronics,Keyboard,261.1,261.1,1,Pending,38,Basic,user282@gmail.com,user282,2024-02-24 07:41:00
U078,2024-06-02,T00283,S003,West,Seattle,WA,Electronics,Keyboard,1956.22,978.11,2,Cancelled,40,Basic,user283@gmail.com,user283,2024-01-03 07:16:00
U080,2024-03-18,T00284,S004,South,Houston,TX,Books,SQL Guide,1028.85,342.95,3,Cancelled,21,Premium,user284@gmail.com,user284,2024-06-22 16:52:00
U036,2024-01-28,T00285,S003,North,Minneapolis,MN,Sports,Tennis Racket,1385.22,461.74,3,Pending,26,Basic,user285@gmail.com,user285,2024-05-03 02:21:00
U088,2024-06-02,T00286,S002,East,New York,NY,Sports,Football,1212.04,1212.04,1,,18,Basic,user286@gmail.com,user286,2024-04-13 21:20:00
U093,2024-05-29,T00287,S002,North,Detroit,MI,Clothing,T-Shirt,4441.44,1110.36,4,Cancelled,35,Basic,user287@gmail.com,user287,2024-05-26 06:21:00
U034,2024-01-25,T00288,S005,North,Minneapolis,MN,Books,Python Book,1440.4,,5,Delivered,39,Basic,user288@gmail.com,user288,2024-04-30 04:47:00
U038,2024-03-25,T00289,S004,West,Los Angeles,CA,Books,Python Book,1926.9,642.3,3,Delivered,33,Premium,user289@gmail.com,user289,2024-04-05 08:37:00
U026,2024-04-15,T00290,S003,West,San Francisco,CA,Furniture,Chair,3216.64,804.16,4,Pending,36,Basic,user290@gmail.com,user290,2024-01-14 04:08:00
U001,2024-02-15,T00291,S004,East,Boston,MA,Furniture,Chair,2049.16,512.29,4,Pending,24,Premium,user291@gmail.com,user291,2024-03-21 20:03:00
U050,2024-04-19,T00292,S001,East,Boston,MA,Electronics,Phone,3309.45,661.89,5,Delivered,35,Premium,user292@gmail.com,user292,2024-04-13 13:30:00
U029,2024-01-02,T00293,S003,North,Chicago,IL,Books,Spark Handbook,93.04,46.52,2,Pending,22,Premium,user293@gmail.com,user293,2024-06-09 23:15:00
U094,2024-01-12,T00294,S005,South,Miami,FL,Sports,Cricket Bat,233.24,116.62,2,Cancelled,34,Basic,user294@gmail.com,user294,2024-03-17 09:29:00
U030,2024-02-18,T00295,S002,South,Miami,FL,Furniture,Desk,2206.76,551.69,4,Cancelled,22,Premium,user295@gmail.com,user295,2024-02-12 12:01:00
U082,2024-06-15,T00296,S003,West,Seattle,WA,Sports,Football,562.56,562.56,1,Cancelled,37,Premium,user296@gmail.com,user296,2024-01-10 12:56:00
U071,2024-04-16,T00297,S003,West,Seattle,WA,Electronics,Laptop,1040.83,1040.83,1,Pending,40,Premium,user297@gmail.com,user297,2024-04-23 12:07:00
U078,2024-06-18,T00298,S002,East,Philadelphia,PA,Electronics,Monitor,3997.04,999.26,4,Pending,44,Premium,user298@gmail.com,user298,2024-05-13 08:39:00
U046,2024-02-21,T00299,S004,West,San Francisco,CA,Electronics,Laptop,1256.0,314.0,4,Pending,23,Premium,user299@gmail.com,user299,2024-03-08 16:12:00
U074,2024-06-20,T00300,S004,South,Dallas,TX,Clothing,T-Shirt,48.1,24.05,2,Delivered,20,Premium,user300@gmail.com,user300,2024-01-23 03:53:00
U006,2024-01-13,T00301,S003,West,San Francisco,CA,Furniture,Sofa,1232.73,410.91,3,Pending,43,Basic,user301@gmail.com,user301,2024-01-26 05:55:00
U043,2024-02-05,T00302,S003,South,Miami,FL,Electronics,Laptop,34.32,34.32,1,Pending,37,Basic,user302@gmail.com,user302,2024-06-18 20:10:00
U062,2024-04-26,T00303,S004,West,San Francisco,CA,Books,Python Book,613.15,,1,Cancelled,43,Premium,,user303,2024-03-10 12:44:00
U057,2024-05-31,T00304,S002,West,Los Angeles,CA,Electronics,Phone,635.72,635.72,1,Cancelled,30,Basic,user304@gmail.com,user304,2024-05-03 18:43:00
U034,2024-04-15,T00305,S003,West,Seattle,WA,Furniture,Sofa,748.6,187.15,4,Delivered,40,Premium,user305@gmail.com,user305,2024-04-22 01:04:00
U085,2024-06-18,T00306,S004,North,Minneapolis,MN,Sports,Tennis Racket,804.8,160.96,5,Delivered,44,Premium,user306@gmail.com,user306,2024-03-04 15:22:00
U043,2024-01-20,T00307,S003,West,Seattle,WA,Furniture,Sofa,5226.96,1306.74,4,Delivered,34,Premium,user307@gmail.com,user307,2024-05-05 10:15:00
U064,2024-05-26,T00308,S004,South,Houston,TX,Furniture,Chair,2709.6,677.4,4,Pending,21,Basic,user308@gmail.com,user308,2024-04-24 02:54:00
U082,2024-01-01,T00309,S003,West,Los Angeles,CA,Clothing,T-Shirt,844.55,844.55,1,Cancelled,35,Premium,user309@gmail.com,user309,2024-01-24 19:39:00
U061,2024-03-25,T00310,S003,South,Houston,TX,Books,Python Book,2539.18,1269.59,2,Cancelled,32,Premium,user310@gmail.com,user310,2024-05-23 19:38:00
U048,2024-06-11,T00311,S001,West,Seattle,WA,Furniture,Chair,1636.83,545.61,3,Delivered,23,Basic,user311@gmail.com,user311,2024-03-15 17:33:00
U059,2024-02-18,T00312,S002,East,Philadelphia,PA,Clothing,Jacket,2772.18,924.06,3,Cancelled,28,Premium,user312@gmail.com,user312,2024-01-31 12:13:00
U001,2024-05-30,T00313,S005,South,Dallas,TX,Sports,Football,2787.72,696.93,4,Cancelled,19,Basic,user313@gmail.com,,2024-05-09 04:31:00
U042,2024-06-17,T00314,S005,South,Miami,FL,Furniture,Table,346.52,173.26,2,Pending,31,Premium,user314@gmail.com,user314,2024-06-02 19:56:00
U096,2024-02-05,T00315,S005,North,Detroit,MI,Books,SQL Guide,4844.4,1211.1,4,Pending,44,Basic,user315@gmail.com,user315,2024-04-15 19:44:00
U070,2024-02-03,T00316,S003,East,New York,NY,Furniture,Desk,4150.08,1383.36,3,Cancelled,21,Basic,user316@gmail.com,user316,2024-06-15 05:32:00
U002,2024-05-16,T00317,S005,South,Miami,FL,Sports,Tennis Racket,4071.52,1017.88,4,Delivered,18,Basic,user317@gmail.com,user317,2024-03-14 13:51:00
U019,2024-02-11,T00318,S001,East,New York,NY,Electronics,Phone,3390.81,1130.27,3,Cancelled,43,Basic,user318@gmail.com,user318,2024-03-14 21:16:00
U083,2024-06-21,T00319,S005,East,Philadelphia,PA,Electronics,Monitor,686.68,171.67,4,Pending,25,Basic,user319@gmail.com,user319,2024-05-23 07:47:00
U026,2024-01-14,T00320,S005,West,San Francisco,CA,Clothing,T-Shirt,4348.29,1449.43,3,Pending,44,Premium,user320@gmail.com,user320,2024-01-04 23:16:00
U088,2024-02-19,T00321,S001,North,Minneapolis,MN,Sports,Tennis Racket,1553.85,310.77,5,Delivered,23,Premium,user321@gmail.com,user321,2024-03-16 14:11:00
U043,2024-02-11,T00322,S004,South,Dallas,TX,Clothing,T-Shirt,2055.35,411.07,5,Cancelled,22,Premium,user322@gmail.com,user322,2024-05-29 08:00:00
U046,2024-03-18,T00323,S001,East,Boston,MA,Sports,Football,6339.25,1267.85,5,Cancelled,28,Premium,user323@gmail.com,user323,2024-05-05 18:35:00
U029,2024-05-17,T00324,S002,East,Philadelphia,PA,Electronics,Mouse,1271.16,635.58,2,Cancelled,28,Basic,user324@gmail.com,user324,2024-04-13 02:22:00
U045,2024-06-15,T00325,S004,North,Detroit,MI,Furniture,Sofa,6195.3,1239.06,5,Delivered,38,Premium,user325@gmail.com,user325,2024-01-03 03:42:00
U067,2024-05-18,T00326,S003,West,Seattle,WA,Books,SQL Guide,591.1,591.1,1,Cancelled,43,Basic,user326@gmail.com,user326,2024-03-13 00:58:00
U069,2024-01-22,T00327,S005,South,Dallas,TX,Books,Spark Handbook,988.12,494.06,2,Delivered,38,Premium,user327@gmail.com,user327,2024-01-25 05:49:00
U010,2024-06-28,T00328,S002,East,Philadelphia,PA,Furniture,Sofa,324.26,324.26,1,Delivered,32,Basic,user328@gmail.com,user328,2024-04-21 20:52:00
U030,2024-05-22,T00329,S003,West,Los Angeles,CA,Electronics,Laptop,2390.88,1195.44,2,Pending,30,Basic,user329@gmail.com,user329,2024-01-19 18:52:00
U080,2024-05-16,T00330,S001,South,Houston,TX,Books,Python Book,4065.92,1016.48,4,Cancelled,36,Premium,user330@gmail.com,user330,2024-01-02 20:46:00
U098,2024-03-18,T00331,S004,West,San Francisco,CA,Sports,Football,3553.8,1184.6,3,Pending,30,Premium,user331@gmail.com,user331,2024-06-04 02:18:00
