customer_id,customer_name,email,registration_date,customer_type
CUST00358,Kavya Sharma,kavyasharma358@example.com,2025-07-21,VIP
CUST00359,Simran Patel,simranpatel359@example.com,2025-05-02,PREMIUM
CUST00360,Aditya Kumar,adityakumar360@example.com,2024-09-13,PREMIUM
CUST00361,Neha Kumar,nehakumar361@example.com,2024-09-27,PREMIUM
CUST00362,Vikas Singh,vikassingh362@example.com,2024-10-05,REGULAR
CUST00363,Nikhil Sharma,nikhilsharma363@example.com,2023-11-13,PREMIUM
CUST00364,Rahul Agarwal,rahulagarwal364@example.com,2024-01-09,VIP
CUST00365,Priya Verma,priyaverma365@example.com,2025-07-20,PREMIUM
CUST00366,Ankit Joshi,ankitjoshi366@example.com,2023-06-29,REGULAR
CUST00367,Priya Malhotra,priyamalhotra367@example.com,2025-06-16,PREMIUM
CUST00368,Pooja Malhotra,poojamalhotra368@example.com,2025-07-24,PREMIUM
CUST00369,Kavya Singh,kavyasingh369@example.com,2023-09-21,PREMIUM
CUST00370,Aditya Gupta,adityagupta370@example.com,2025-02-03,PREMIUM
CUST00371,Aditya Verma,adityaverma371@example.com,2024-04-24,REGULAR
CUST00372,Priya Kumar,priyakumar372@example.com,2025-05-30,VIP
CUST00373,Simran Joshi,simranjoshi373@example.com,2025-05-16,VIP
CUST00374,Ankit Verma,ankitverma374@example.com,2025-03-20,PREMIUM
CUST00375,Rahul Gupta,rahulgupta375@example.com,2024-07-03,REGULAR
CUST00376,Karan Mehta,karanmehta376@example.com,2024-11-19,VIP
CUST00377,Vikas Gupta,vikasgupta377@example.com,2024-08-21,PREMIUM
CUST00378,Kavya Mehta,kavyamehta378@example.com,2023-04-21,VIP
CUST00379,Neha Patel,nehapatel379@example.com,2023-01-26,VIP
CUST00380,Nikhil Malhotra,nikhilmalhotra380@example.com,2023-12-02,VIP
CUST00381,Neha Verma,nehaverma381@example.com,2024-10-12,PREMIUM
CUST00382,Nikhil Gupta,nikhilgupta382@example.com,2024-10-26,PREMIUM
CUST00383,Amit Singh,amitsingh383@example.com,2023-02-16,REGULAR
CUST00384,Rohan Patel,rohanpatel384@example.com,2023-04-29,REGULAR
CUST00385,Neha Malhotra,nehamalhotra385@example.com,2023-05-19,PREMIUM
CUST00386,Karan Mehta,karanmehta386@example.com,2024-11-17,VIP
CUST00387,Simran Malhotra,simranmalhotra387@example.com,2024-03-05,VIP
CUST00388,Simran Singh,simransingh388@example.com,2025-06-25,PREMIUM
CUST00389,Vikas Verma,vikasverma389@example.com,2025-05-03,PREMIUM
CUST00390,Arjun Joshi,arjunjoshi390@example.com,2023-10-14,REGULAR
CUST00391,Simran Mehta,simranmehta391@example.com,2023-08-11,PREMIUM
CUST00392,Karan Kumar,karankumar392@example.com,2025-05-25,PREMIUM
CUST00393,Amit Mehta,amitmehta393@example.com,2024-07-11,VIP
CUST00394,Ankit Sharma,ankitsharma394@example.com,2024-02-12,PREMIUM
CUST00395,Neha Verma,nehaverma395@example.com,2025-05-18,PREMIUM
CUST00396,Amit Kumar,amitkumar396@example.com,2024-10-19,VIP
CUST00397,Arjun Sharma,arjunsharma397@example.com,2023-02-21,PREMIUM
CUST00398,Neha Singh,nehasingh398@example.com,2025-03-16,VIP
CUST00399,Neha Verma,nehaverma399@example.com,2025-04-29,VIP
CUST00400,Neha Agarwal,nehaagarwal@,2025-04-12,REGULAR
CUST00401,Ankit Singh,ankitsingh401@example.com,2025-03-18,VIP
CUST00402,Rahul Gupta,rahulgupta402@example.com,2025-05-29,REGULAR
CUST00403,Priya Malhotra,priyamalhotra403@example.com,2023-09-14,REGULAR
CUST00404,Amit Sharma,amitsharma404@example.com,2023-05-15,REGULAR
CUST00405,Ankit Kumar,ankitkumar405@example.com,2024-08-25,PREMIUM
CUST00406,Rahul Singh,rahulsingh406@example.com,2023-09-29,REGULAR
CUST00407,Priya Joshi,priyajoshi407@example.com,2024-06-22,REGULAR
CUST00408,Simran Verma,simranverma408@example.com,2024-05-02,PREMIUM
CUST00409,Aditya Mehta,adityamehta409@example.com,2024-06-09,VIP
CUST00410,Amit Patel,amitpatel410@example.com,2024-05-30,REGULAR
CUST00411,Arjun Sharma,arjunsharma411@example.com,2025-01-14,VIP
CUST00412,Pooja Gupta,poojagupta412@example.com,2024-04-14,VIP
CUST00413,Rahul Sharma,rahulsharma413@example.com,2024-05-05,PREMIUM
CUST00414,Sneha Verma,snehaverma414@example.com,2024-05-17,VIP
CUST00415,Nikhil Patel,nikhilpatel415@example.com,2023-03-17,REGULAR
CUST00416,Ankit Agarwal,ankitagarwal416@example.com,2023-06-01,REGULAR
CUST00417,Priya Gupta,priyagupta417@example.com,2024-10-01,VIP
CUST00418,Arjun Malhotra,arjunmalhotra418@example.com,2024-12-30,PREMIUM
CUST00419,Sneha Agarwal,snehaagarwal419@example.com,2024-06-27,PREMIUM
CUST00420,Karan Malhotra,karanmalhotra420@example.com,2024-09-11,PREMIUM
CUST00421,Amit Verma,amitverma421@example.com,2025-05-23,VIP
CUST00422,Vikas Malhotra,vikasmalhotra422@example.com,2025-01-08,REGULAR
CUST00423,Sneha Patel,snehapatel423@example.com,2025-06-28,REGULAR
CUST00424,Sneha Mehta,snehamehta424@example.com,2025-04-27,PREMIUM
CUST00425,Sneha Joshi,snehajoshi425@example.com,2025-01-17,REGULAR
CUST00426,Ankit Joshi,ankitjoshi426@example.com,2023-11-17,VIP
CUST00427,Rohan Mehta,rohanmehta427@example.com,2023-06-06,VIP
CUST00428,Nikhil Patel,nikhilpatel428@example.com,2023-03-10,REGULAR
CUST00429,Kavya Verma,kavyaverma429@example.com,2023-04-06,PREMIUM
CUST00430,Amit Mehta,amitmehta430@example.com,2025-04-11,REGULAR
CUST00431,Pooja Sharma,poojasharma431@example.com,2024-08-23,VIP
CUST00432,Pooja Mehta,poojamehta432@example.com,2024-11-17,REGULAR
CUST00433,Sneha Mehta,snehamehta433@example.com,2025-06-13,VIP
CUST00434,Aditya Joshi,adityajoshi434@example.com,2025-06-07,VIP
CUST00435,Rahul Gupta,rahulgupta435@example.com,2024-09-06,PREMIUM
CUST00436,Ankit Verma,ankitverma436@example.com,2024-08-14,VIP
CUST00437,Neha Singh,nehasingh437@example.com,2024-11-03,PREMIUM
CUST00438,Neha Verma,nehaverma438@example.com,2023-12-25,VIP
CUST00439,Ankit Verma,ankitverma439@example.com,2025-02-19,PREMIUM
CUST00440,Arjun Kumar,arjunkumar440@example.com,2025-04-06,PREMIUM
CUST00441,Kavya Malhotra,kavyamalhotra441@example.com,2025-02-24,VIP
CUST00442,Arjun Malhotra,arjunmalhotra442@example.com,2023-01-27,VIP
CUST00443,Nikhil Gupta,nikhilgupta443@example.com,2023-01-30,REGULAR
CUST00444,Rohan Gupta,rohangupta444@example.com,2025-08-01,PREMIUM
CUST00445,Ankit Sharma,ankitsharma445@example.com,2023-07-05,REGULAR
CUST00446,Arjun Joshi,arjunjoshi446@example.com,2023-03-13,REGULAR
CUST00447,Simran Sharma,simransharma447@example.com,2023-04-04,VIP
CUST00448,Pooja Kumar,poojakumar448@example.com,2024-01-21,PREMIUM
CUST00449,Karan Mehta,karanmehta449@example.com,2023-06-11,PREMIUM
CUST00450,Rohan Mehta,rohanmehtagmail.com,2025-06-23,REGULAR
CUST00451,Priya Singh,priyasingh451@example.com,2025-02-11,VIP
CUST00452,Rahul Verma,rahulverma452@example.com,2023-10-06,PREMIUM
CUST00453,Vikas Joshi,vikasjoshi453@example.com,2024-05-12,VIP
CUST00454,Karan Joshi,karanjoshi454@example.com,2023-10-07,REGULAR
CUST00455,Aditya Malhotra,adityamalhotra455@example.com,2023-04-27,PREMIUM
CUST00456,Sneha Verma,snehaverma456@example.com,2023-10-18,VIP
CUST00457,Vikas Agarwal,vikasagarwal457@example.com,2024-05-13,VIP
CUST00458,Vikas Gupta,vikasgupta458@example.com,2023-02-16,REGULAR
CUST00459,Sneha Agarwal,snehaagarwal459@example.com,2023-02-26,REGULAR
CUST00460,Neha Gupta,nehagupta460@example.com,2023-08-05,REGULAR
CUST00461,Aditya Gupta,adityagupta461@example.com,2023-10-24,PREMIUM
CUST00462,Amit Sharma,amitsharma462@example.com,2024-05-24,VIP
CUST00463,Sneha Singh,snehasingh463@example.com,2023-05-13,PREMIUM
CUST00464,Pooja Kumar,poojakumar464@example.com,2024-05-27,VIP
CUST00465,Kavya Mehta,kavyamehta465@example.com,2023-03-15,PREMIUM
CUST00466,Kavya Sharma,kavyasharma466@example.com,2024-03-22,REGULAR
CUST00467,Karan Verma,karanverma467@example.com,2025-06-01,PREMIUM
CUST00468,Arjun Joshi,arjunjoshi468@example.com,2024-08-10,PREMIUM
CUST00469,Simran Joshi,simranjoshi469@example.com,2023-10-24,REGULAR
CUST00470,Sneha Sharma,snehasharma470@example.com,2023-11-29,REGULAR
CUST00471,Aditya Agarwal,adityaagarwal471@example.com,2024-04-16,VIP
CUST00472,Nikhil Mehta,nikhilmehta472@example.com,2023-04-01,PREMIUM
CUST00473,Kavya Verma,kavyaverma473@example.com,2023-09-07,PREMIUM
CUST00474,Arjun Joshi,arjunjoshi474@example.com,2024-06-20,REGULAR
CUST00475,Sneha Gupta,snehagupta475@example.com,2025-02-02,PREMIUM
CUST00476,Neha Mehta,nehamehta476@example.com,2025-03-08,REGULAR
CUST00477,Amit Malhotra,amitmalhotra477@example.com,2024-10-10,REGULAR
CUST00478,Pooja Malhotra,poojamalhotra478@example.com,2023-07-18,PREMIUM
CUST00479,Ankit Singh,ankitsingh479@example.com,2023-08-30,REGULAR
CUST00480,Priya Gupta,priyagupta480@example.com,2023-07-22,REGULAR
CUST00481,Arjun Singh,arjunsingh481@example.com,2025-02-17,VIP
CUST00482,Amit Singh,amitsingh482@example.com,2025-03-02,VIP
CUST00483,Karan Patel,karanpatel483@example.com,2025-02-11,VIP
CUST00484,Aditya Agarwal,adityaagarwal484@example.com,2024-04-04,VIP
CUST00485,Nikhil Agarwal,nikhilagarwal485@example.com,2024-10-20,VIP
CUST00486,Arjun Mehta,arjunmehta486@example.com,2025-06-03,VIP
CUST00487,Ankit Singh,ankitsingh487@example.com,2024-03-26,REGULAR
CUST00488,Karan Patel,karanpatel488@example.com,2024-10-08,PREMIUM
CUST00489,Aditya Gupta,adityagupta489@example.com,2024-08-28,REGULAR
CUST00490,Ankit Malhotra,ankitmalhotra490@example.com,2023-03-17,PREMIUM
CUST00491,Karan Patel,karanpatel491@example.com,2023-02-08,REGULAR
CUST00492,Ankit Gupta,ankitgupta492@example.com,2023-03-20,VIP
CUST00493,Kavya Verma,kavyaverma493@example.com,2024-09-21,VIP
CUST00494,Pooja Joshi,poojajoshi494@example.com,2024-04-18,VIP
CUST00495,Pooja Sharma,poojasharma495@example.com,2024-04-05,VIP
CUST00496,Vikas Kumar,vikaskumar496@example.com,2023-11-26,VIP
CUST00497,Karan Malhotra,karanmalhotra497@example.com,2023-06-04,REGULAR
CUST00498,Karan Verma,karanverma498@example.com,2025-04-10,PREMIUM
CUST00499,Simran Verma,simranverma499@example.com,2024-05-31,VIP
CUST00500,Priya Sharma,priyasharma@,2024-12-25,PREMIUM
